583852580.000000	1
584341980.000000	1
584567780.000000	1
585027680.000000	1
585774080.000000	1
586156380.000000	1
586464380.000000	1
587460080.000000	1
588108280.000000	1
588261380.000000	1
588868980.000000	1
589099680.000000	1
589691280.000000	1
589779580.000000	1
589956480.000000	1
590310880.000000	1
590488580.000000	1
591030380.000000	1
591047780.000000	1
591485080.000000	1
591698580.000000	1
591795480.000000	1
591889980.000000	1
592066080.000000	1
592143880.000000	1
592193380.000000	1
592203680.000000	1
592219180.000000	1
592246180.000000	1
592297480.000000	1
592368280.000000	1
592409880.000000	1
592414580.000000	1
592429180.000000	1
592453880.000000	1
592477480.000000	1
592516880.000000	1
592516980.000000	1
592573180.000000	1
592710780.000000	1
592935780.000000	1
592974880.000000	1
593008880.000000	1
593058580.000000	1
593087280.000000	1
593258680.000000	1
593271680.000000	1
593342880.000000	1
593365480.000000	1
593396380.000000	1
593594080.000000	1
593619580.000000	1
593649380.000000	1
593845580.000000	1
593849680.000000	1
593850480.000000	1
594223680.000000	1
594436380.000000	1
594466780.000000	1
595117780.000000	1
595654380.000000	1
596429980.000000	1
596733680.000000	1
596859880.000000	1
596872280.000000	1
596876180.000000	1
596880880.000000	1
596941580.000000	1
596991580.000000	1
597047380.000000	1
597111380.000000	1
597237980.000000	1
597702880.000000	1
597741180.000000	1
597757180.000000	1
598330680.000000	1
598368580.000000	1
598522580.000000	1
598664180.000000	1
598668080.000000	1
599141980.000000	1
599212380.000000	1
599274780.000000	1
599517480.000000	1
599593280.000000	1
599604480.000000	1
600123480.000000	1
600236680.000000	1
600757380.000000	1
601208780.000000	1
601700480.000000	1
601970080.000000	1
602876780.000000	1
603443880.000000	1
603509780.000000	1
604213480.000000	1
604465080.000000	1
604751780.000000	1
605608780.000000	1
610474180.000000	1
