6231072.000000	1
6231352.000000	1
6231502.000000	1
6231582.000000	1
6231872.000000	1
6232022.000000	1
6232632.000000	1
6233502.000000	1
6233592.000000	1
6234412.000000	1
6234912.000000	1
6234962.000000	1
6235712.000000	1
6236222.000000	1
6238372.000000	1
6241352.000000	1
6241422.000000	1
6241952.000000	1
6242512.000000	1
6242662.000000	1
6242882.000000	1
6242892.000000	2
6243042.000000	1
6243142.000000	1
6243482.000000	1
6243752.000000	1
6244052.000000	1
6244142.000000	1
6244272.000000	1
6244862.000000	1
6245342.000000	1
6245392.000000	1
6245442.000000	1
6245492.000000	1
6246442.000000	1
6247422.000000	1
6247752.000000	1
6247832.000000	1
6248122.000000	1
6248442.000000	1
6248742.000000	1
6248802.000000	1
6248842.000000	1
6248872.000000	1
6249182.000000	1
6249242.000000	1
6249572.000000	1
6249772.000000	1
6249782.000000	1
6250012.000000	1
6251272.000000	1
6252072.000000	1
6252392.000000	1
6252452.000000	1
6253512.000000	1
6254342.000000	1
6255972.000000	1
6256312.000000	1
6256872.000000	1
6257522.000000	1
6257712.000000	1
6257932.000000	1
6258072.000000	1
6258182.000000	1
6258612.000000	1
6259112.000000	1
6259122.000000	1
6260452.000000	1
6261022.000000	1
6261282.000000	1
6262682.000000	1
6262902.000000	1
6263372.000000	1
6264872.000000	1
6266232.000000	1
6266542.000000	1
6268572.000000	1
6268762.000000	1
6268952.000000	1
6271762.000000	1
6273012.000000	1
6273882.000000	1
6276402.000000	1
6283372.000000	1
6284232.000000	1
6284912.000000	1
6286472.000000	1
6286592.000000	1
6288732.000000	1
6289892.000000	1
6293852.000000	1
6318572.000000	1
6345342.000000	1
6348302.000000	1
6354182.000000	1
6354972.000000	1
6379822.000000	1
6387002.000000	1
6472112.000000	1
