29832432.000000	1
29835092.000000	1
29838012.000000	1
29838242.000000	1
29839102.000000	1
29840122.000000	1
29842182.000000	1
29842512.000000	1
29842652.000000	1
29843512.000000	1
29844012.000000	1
29845092.000000	1
29845702.000000	1
29845792.000000	1
29846472.000000	1
29846582.000000	1
29846662.000000	1
29847062.000000	1
29847552.000000	1
29847662.000000	1
29848202.000000	1
29848312.000000	1
29848802.000000	1
29849192.000000	1
29849572.000000	1
29849672.000000	1
29850212.000000	1
29850562.000000	1
29850622.000000	1
29850832.000000	1
29851132.000000	1
29852032.000000	1
29852192.000000	1
29853122.000000	1
29853802.000000	1
29854832.000000	1
29855092.000000	1
29855152.000000	1
29855292.000000	1
29855502.000000	1
29855872.000000	1
29856092.000000	1
29856222.000000	1
29857082.000000	1
29857112.000000	1
29857332.000000	1
29857992.000000	1
29858272.000000	1
29858412.000000	1
29858872.000000	1
29859132.000000	1
29861552.000000	1
29862052.000000	1
29862472.000000	1
29862672.000000	1
29863612.000000	1
29863692.000000	1
29864722.000000	1
29865112.000000	1
29865802.000000	1
29866042.000000	1
29866102.000000	1
29866852.000000	1
29866902.000000	1
29869182.000000	1
29870002.000000	1
29870342.000000	1
29870642.000000	1
29870732.000000	1
29870972.000000	1
29871002.000000	1
29872052.000000	1
29873272.000000	1
29874952.000000	1
29875712.000000	1
29877102.000000	1
29879362.000000	1
29879912.000000	1
29880042.000000	1
29881032.000000	1
29882182.000000	1
29884552.000000	1
29885072.000000	1
29886282.000000	1
29887202.000000	1
29888222.000000	1
29888992.000000	1
29891202.000000	1
29893302.000000	1
29896272.000000	1
29898372.000000	1
29900532.000000	1
29903092.000000	1
29904262.000000	1
29906992.000000	1
29907172.000000	1
29917882.000000	1
29931612.000000	1
29980442.000000	1
30005212.000000	1
