1958936.000000	3
1968936.000000	7
1978936.000000	9
1988936.000000	8
1998936.000000	3
2008936.000000	1
2028936.000000	1
2048936.000000	2
2108936.000000	1
2118936.000000	2
2138936.000000	3
2168936.000000	3
2178936.000000	4
2188936.000000	2
2198936.000000	3
2208936.000000	3
2218936.000000	1
2228936.000000	6
2238936.000000	4
2248936.000000	5
2258936.000000	1
2268936.000000	3
2278936.000000	1
2288936.000000	1
2298936.000000	3
2308936.000000	5
2318936.000000	1
2328936.000000	1
2338936.000000	1
2348936.000000	3
2358936.000000	2
2368936.000000	1
2378936.000000	2
2388936.000000	1
2398936.000000	1
2418936.000000	1
2428936.000000	1
